"pm25","pm10","no2","so2","co","o3","temperature","humidity","windSpeed","aqi"
63.2,123.5,21.7,4.3,2.79,131.4,34.4,24,6.5,238
32.3,57.3,24.4,7.6,1.72,87.6,30.9,48,18.7,158
90.2,115.6,120,4.5,4.61,141.1,38.7,27,8.6,261
50.6,93.1,59.4,15.1,3.11,45.8,11.4,73,10.6,137
15.4,30.3,7,6.3,0.46,70.9,19.5,82,18.1,122
88.1,150.7,30.3,4.5,3.6,77.3,16,97,6.4,138
9.9,32,39.6,14.9,1.27,38.1,10,14,32.3,80
19.8,35.1,67.3,26.3,2.44,86.7,27.6,62,18,152
45.5,88.9,26.1,20.7,2.22,95.8,31.9,48,21.9,172
16.7,32.6,39.1,3,1.46,20.6,5.1,36,26.3,66
3.2,17.5,21.1,2.5,0.48,110.6,37,41,22,203
39.2,63.5,39.4,3.5,1.57,37.9,12.9,93,32.6,94
87.9,105.3,42.7,1.9,2.45,135.5,31.7,92,3.7,246
253,335.7,120,3.4,9.98,183.4,36.5,97,2,398
116.4,167.9,63,1.6,4.74,131,43.1,82,19.4,254
6.9,20.1,51.8,26.7,1.12,69.7,20.3,25,9.2,116
14.1,35.2,68.3,11.3,1.92,78.8,26.1,35,22.9,146
42.2,67.9,10.9,0.3,1.39,65.2,20.5,79,13.8,116
201.9,343.8,25.5,29.6,6.05,61.4,10.3,84,2.6,311
61.4,82.8,25.7,15.9,1.89,165.7,37.3,60,2.6,310
10.4,37.1,30.7,8.8,1.04,85.9,32.4,23,33.7,154
19.9,43.2,65.8,29.2,1.57,72,16.7,78,8.7,143
32.1,43.3,23.3,9.3,1.67,117.7,21.8,18,1.4,207
204.9,350.5,7.7,10.4,7.01,124.5,34.4,73,8.4,321
29.5,56.3,19.8,0.6,1.31,154.5,39,85,2.9,293
48.1,86,65.9,4.2,2.01,34.9,8.1,54,9,136
64.8,121.1,86,1.2,4.2,63,16.4,59,14.7,171
131,156.5,120,9.6,7.42,50.2,9.4,70,1.5,260
5.5,13.2,17.7,7.2,0.42,48.8,13.9,13,13.3,93
28.1,54.6,120,3.1,3.78,29.3,6.9,20,20.9,253
33.8,67.3,25.5,4.6,1.09,20.4,7.4,72,21.6,62
54.5,88.5,65.5,6.2,2.79,89.8,26.3,17,10,163
20.5,49,85.9,1.8,1.77,31.5,8.9,38,24,186
78.1,107.5,24.9,3.5,2.53,72.5,21.7,79,32.8,134
34.3,47.3,30.6,7.1,1.33,46.3,9.8,41,1.1,92
84.7,135.4,51.7,10.5,3.64,113.9,42,58,27.8,213
8.1,30.5,31.7,11.2,0.64,19.5,5.4,90,28.4,76
280,359.2,51.5,0.5,9.27,112,24.3,50,3.5,410
64.5,108.1,29.9,34.2,3.25,111.3,35.3,40,20.3,215
54.8,106.3,34.2,10.5,1.92,121.9,41.5,14,19.3,217
33.8,64.5,44.1,0.5,1.57,142.1,36.1,45,5.7,261
105.9,157.5,13,6.9,2.54,147.7,44,36,10.4,275
136,205.4,41.8,1.8,5.05,50.5,11.5,34,13,203
6.3,26.2,80.2,1.8,1.71,50.7,17.5,62,28.6,165
21.6,39.4,67.8,64.1,1.74,89.5,22.6,67,6.8,276
14.1,31.2,36,0.6,0.89,95.7,31,38,18.7,172
3.4,25.6,62,21.2,1.71,104.5,32.6,72,27,191
227.1,327.5,120,4.9,11.92,51.4,13,58,10.8,363
65.1,125.3,43.3,7.8,2.92,123.1,37,78,15.9,236
179.6,290.3,17.7,3.1,5.53,109.5,35.8,68,23.8,285
39.9,55.6,81.9,7.2,3.61,142.7,31.4,55,2.3,274
13.8,35.8,29.6,55.3,0.78,35.9,10.6,50,20.1,235
31.3,63.3,60.9,1.6,1.69,81.4,31.7,39,32.7,140
37.1,61.5,47.6,1.8,1.98,36.7,11.1,70,15.8,98
4,28,7.1,1.5,0.29,73.9,28.1,11,32.8,130
1,19.3,42.1,6.6,0.95,87.7,29.5,46,34.3,167
10.3,37.6,39.1,4.7,0.82,35.7,11,86,24,85
19.2,46.5,66,2,1.74,98.3,26.4,44,11.1,183
24.5,43.7,20.5,6.1,1.13,101.7,27.9,86,8.1,180
11.2,27.9,23.9,41.6,0.77,96.4,29.1,46,11.8,180
12.1,33.2,34.5,2.9,0.81,108.3,38.7,76,30,198
121.1,180.8,13.9,46,3.09,117.3,26.1,76,3.1,215
96.8,133.2,63.3,2,3.95,53.5,14.8,39,7.2,152
38,81,40.1,0.7,1.92,64.4,16.9,81,17.5,109
14.2,21.6,71.9,1.6,2.07,133.1,38.8,83,12.5,244
27.4,59.1,22.3,4.4,1.46,66,22.9,99,28.7,138
96.1,129.6,49.1,7,4.85,95.8,32.9,88,30.6,181
135.8,214.6,120,12.1,7.84,198.4,42.9,25,1.7,348
102.5,143.8,18.3,2.1,2.76,87.9,27.9,63,29,162
17.5,35.6,29.9,2.6,1.05,79.6,24.7,32,14.6,139
44,84.4,53.7,6.7,2.82,78.1,24.9,53,23.8,151
2.3,12.2,35.7,19.7,0.75,39.9,8.7,77,5,80
120.8,146.7,21.3,10.7,4.79,133.1,43.3,12,17.2,256
66.5,131.6,80,7.4,3.95,42,13,95,32.5,170
76,133,54.2,12.7,2.77,79,26.3,94,20.5,159
75.5,136.8,18.8,1,2.07,35.5,10.4,90,32,103
11.7,38.7,109.5,4.5,3.3,48.5,14.6,64,26.7,237
71.4,127.3,60.9,1.1,4.26,41.3,12.4,39,22.5,126
27.1,52,48.3,14.3,1.59,94,31.4,69,28,167
69.5,114.2,48.6,6.7,2.5,20.7,9.1,32,32.4,99
162.3,278.4,23.6,27.9,4.96,65.5,16.2,86,6.6,244
41,53.9,39.7,19.6,2.05,16.2,5.2,96,7.6,100
22.2,39.1,11.2,17.5,0.93,67,14,51,4.3,110
85.4,113.9,43.6,8.1,4.31,95.2,34.9,94,29.2,196
132.5,209.6,20.3,5.7,3.07,26.4,6.1,26,28.4,188
39.9,75.3,59.8,23.2,2.14,123.2,34.8,63,10.5,233
73.3,112.6,27.5,10.1,3.48,83.2,29.8,46,16.3,166
35.4,63.7,32.5,21.3,1.23,62.1,21,96,22.3,113
7.4,21.8,116.4,39.6,2.93,69.3,18.7,24,13.6,248
57.1,74.6,18,9.8,1.79,63.8,14.4,55,14,108
28.6,47.9,60.3,29.9,1.99,106,35.6,77,32.1,208
131.5,242.3,11.7,2.3,4.95,41.4,13.3,29,14.3,193
24.7,42.3,24.9,14.4,1.59,66.9,14,47,3.4,111
39.8,78.3,25.4,2.6,1.62,98.5,31.2,53,25.1,189
75.7,132.4,42.3,1.1,3.61,64.5,24.9,51,24.6,118
26.1,43.5,43.8,13.1,1.94,125,28.6,58,4.3,222
56.2,84.9,21.4,16.7,2.27,100.6,22.3,44,2.3,185
20.9,48.3,50.8,1.3,1.66,99.6,31.5,15,14.6,166
280,315.5,120,0.6,8.19,148.3,30,88,1.4,435
34.8,58.7,48.3,28.7,2.5,77.1,25.1,49,20.3,136
21.3,52.3,13.8,2.4,1.16,48.3,16.9,20,33.1,80
139.4,169.5,53.9,1.6,5.59,113.9,34.3,40,12.7,215
23.9,50.1,18.5,10.8,1.09,135.6,38.8,49,9.3,268
46.3,83.1,60.5,4.8,2.78,97.3,31.7,72,19.4,172
41.9,56.1,69.3,15,2.8,103.6,25.2,16,5,162
70,99.3,70,9.3,2.58,111.5,33.5,37,13.7,221
107.6,193,12.3,27.9,4.47,144.9,44,54,12.1,265
33.9,74.5,52.9,6.6,2.08,91.1,32.6,72,33.2,181
23.5,53.7,76.7,2.4,2.49,121.8,44.8,55,32,232
37.1,57.5,28.6,1.2,1.74,126,43.1,73,26.9,245
66.3,92,18.1,16.9,2.42,102.2,35.5,68,26.8,188
65.9,124.6,28.5,5.2,2.56,34.3,10.8,45,34.9,94
156.2,199.1,20.4,32.6,4.02,45.3,12,56,20.7,239
69.2,123.4,112.2,21.2,3.42,145.6,42.4,53,8.3,264
48.5,78,46.6,13.4,2.31,85.7,24.2,77,5.5,148
4,22.7,28.2,3.3,0.83,61.7,19.8,99,27.9,107
89,128.1,76.2,12.9,3.6,63.4,18,55,34.4,170
20,44,20.5,12.4,1.14,68.7,24,95,34.4,120
280,336.9,12.2,3.9,7.4,167.9,42.2,59,5.3,432
72.3,101.6,29,5.2,2.64,88.5,26.3,95,22,180
10,29.1,20.4,4.4,0.66,122.1,41.7,92,30.2,228
172.9,248.1,14.5,34.4,6.7,72,18.1,57,5.7,274
9.8,25.1,63.2,4.1,1.81,64.4,17.2,82,13.5,131
202.6,297.4,11,27.3,7.94,31.1,5.2,28,6.3,293
115.2,186.4,41.3,13.8,5.31,80.1,24.3,94,16.2,205
133.3,229.6,34.7,0.4,5.3,70.5,20.1,74,17.5,220
96.5,132,42.2,11,3.75,31.1,10.5,79,33.3,143
1.6,20.9,16.9,5.3,0.36,74.3,25.7,57,31.8,145
10.9,32.1,32.1,2.8,0.89,99.7,37.1,38,33,182
69.5,128.6,11.8,16,2.61,29.5,6.6,100,27.3,111
40.2,75.2,37.7,16.3,2.3,139.7,33.5,58,4.1,244
106.8,144.4,64.3,22.5,4.33,166.9,33.4,12,1.6,294
16.1,39.9,40.1,41.5,1.06,142.6,40.8,14,12.3,245
77.1,108.1,21.1,1.8,2.08,63.1,16,48,9.2,122
59.1,85.5,14.5,19.3,1.5,39.5,10.4,62,27.9,94
15.9,35.4,13,35.5,0.64,133.6,42,94,17.9,251
31.6,43.3,27.4,5.8,1.69,95.7,30.7,50,18.5,191
242.5,400,64.4,19.8,8.37,128.7,29.2,12,3.5,344
1,10.5,6.3,4.2,0.15,63.6,17.1,86,12.7,120
99.4,162.4,28.6,8,3.81,37.7,13.6,46,26.7,139
145,246.1,24.5,12.2,3.41,131.3,37.8,73,14.1,256
153.5,236.5,120,20.1,8.35,144.9,27.7,67,1.2,287
36.3,62.1,6,9.4,0.86,112.1,41.2,88,25.4,220
13.5,25.2,54.6,6.5,1.44,95.5,29.1,47,19.9,192
40.5,66.5,74.7,6.7,2.89,57.7,13,99,3.4,161
92.3,126.1,60.9,12.1,3.84,122.8,37.8,26,12.8,211
4.1,17.4,35.3,1.4,1,95,31.3,28,15,184
88.1,152.8,39.1,2.8,3.62,84.1,22.5,51,11.6,145
1.3,14.5,35.3,8.2,0.84,41.5,10.5,51,26.1,86
25.6,47.9,8.4,0.4,0.76,21.8,5.8,92,14.2,37
43.7,82,19.8,10.2,1.57,100.3,33.3,53,22.1,185
3.6,14.4,64.6,6.8,1.63,35.3,8.9,18,22.2,118
12.8,38.4,12.2,29.3,0.8,43.7,8.4,35,28.3,125
17.2,33.6,59.3,3.8,1.88,51.9,12.8,93,23.2,149
21.2,42.7,35.3,30.7,1.07,123.3,44.4,96,24.1,239
90.3,159.3,33.9,21.1,3.31,101.4,31.6,84,15,198
24.6,48.6,47.8,16.9,1.54,134.6,44.5,26,23.6,250
69.8,113.8,6.9,0.2,1.99,104.5,20.5,20,1.9,187
6.6,30.8,62.4,1.4,1.2,108.3,37.6,48,28.7,211
18.6,26.2,30.9,10.5,1.39,70.6,15.8,16,3.6,119
55.9,77.9,28.1,4.2,2.47,75.5,24.1,67,31.6,125
163,210.2,20.8,19.2,5.66,64.1,13,56,3.4,244
117.1,149.8,54.5,2.3,3.34,128.3,34.8,61,7.5,239
32.9,52.1,31.9,4.4,2.01,82.5,27.4,65,27.4,153
58.2,77.9,24.4,12.5,1.63,58.2,13.6,52,7.9,87
29.5,46.8,12.4,1.8,0.92,51.1,12.9,89,14.7,111
95.3,171.7,40.5,9.2,2.61,38.2,7.3,46,16.2,136
22.2,50.7,13.9,7.7,0.72,64.7,18.8,54,21.6,110
43.8,93.3,34.9,5.7,1.97,94,29.9,56,20.6,170
47,70.1,30.7,13.1,2.31,58.1,11.9,70,3,104
57.8,112.3,74.8,7.4,4.02,29.5,5.2,36,7.2,164
48.9,75,11.5,1.1,1.56,42.3,8.3,91,11.1,91
21.3,47.8,11.6,15.1,1.11,49.8,12.6,38,13.8,82
18.1,42,67.6,12.2,2.38,118,38.2,89,25.2,224
27.6,40.8,77.9,7.5,1.91,81.8,20.9,83,5.3,180
80.8,117.7,20.4,15.1,2.96,33.2,8.8,82,15.6,111
163.1,195,29,44.1,4.83,196.9,40.6,94,2,374
9.5,31.8,2.6,11.7,0.27,81.8,26.2,66,16.4,152
45.8,77.5,30.2,6.4,1.58,110.6,38,25,28,224
1.3,14.3,26.1,9.8,0.46,57.8,16.4,68,17,98
103.1,189,54.3,14.3,4.49,129.1,36.1,52,9,244
6.1,26.2,6.5,17.4,0.36,44.4,10.8,90,31.2,87
161.5,203.9,90,6.9,7.18,56.8,14.1,79,5.3,255
87.5,151.2,7.1,6,2.4,111.3,29.1,88,10.2,206
10.4,29.1,15.6,2.9,0.73,105.2,40.7,66,31,205
14.1,35.5,18.4,2.4,0.78,92.9,30.8,53,26.5,170
280,361.1,61.6,24,6.92,101.4,22.3,94,4.3,429
43.7,79.9,37.5,11.4,1.54,117.7,40.9,68,28.7,232
93.5,141.1,23,7,2.43,116.5,42.8,35,30.2,210
12.4,23.3,25.6,21.5,0.66,121.7,30.1,96,5,249
38.9,74.3,49.7,11.2,1.9,43,8.3,40,5.7,100
63.5,96.1,18,6.1,2.72,76.7,22.8,94,19.6,144
21.8,33.1,81.6,3,1.91,83.9,19.5,72,3,179
6,19,37.7,4.1,0.78,137.2,44.8,25,17.8,261
32,51.9,18,80,1.48,136.6,25,42,1.3,352
22.8,48.7,32.1,2.1,1.55,45.8,15.3,93,29.8,88
99,117.4,72.2,15.3,4.23,147.8,34,98,3.1,277
54.5,88.4,25.4,5.6,1.51,39.5,11.3,52,28.9,80
69.1,128.9,90.1,8.8,2.83,58.3,17.6,38,19.3,196
54,104.7,8.2,8.4,2.26,61.7,16.9,15,18,108
280,400,75,19.1,12.15,158,32.2,68,1.8,423
15.6,29.5,39.8,25.7,1.18,71.4,23.2,91,19.8,156
168.8,272.7,35.8,0.3,6.36,25.8,5.8,85,25.5,255
13.3,33.2,6.2,26.4,0.56,120.7,34,58,9,220
4.1,24.1,2.6,9.6,0.14,61.8,18.1,23,28.6,111
12.4,25,46,2.6,1.26,90.4,31.4,85,15.3,178
8.8,19.8,36.7,0.6,0.76,62.3,19.2,88,20.2,129
56.3,84.2,80.4,8.1,4.25,93.7,23.3,98,6.2,181
16.9,37.5,37.3,7,1.11,113.6,28.4,17,7.6,195
143.8,235,35.3,21.1,3.85,48.6,12.8,87,6.7,221
82.6,114.9,28.2,13.6,2.38,54.3,15.4,26,29.4,108
13.1,24.1,41.9,8.9,1,162.4,39.8,43,4.8,299
43.8,86.5,10.3,4.1,1.91,36.1,9.8,99,10.1,65
35.4,76.1,117.9,3.7,3.03,105.4,37.8,50,28.1,266
93.4,127.4,33.9,13.7,3.22,90.9,27.9,87,11.2,170
49.6,92.9,78.8,4.3,2.56,45.4,14.4,25,30.5,161
280,347.2,95.4,28.7,10.3,128.8,28,27,2.3,419
154.1,217.5,120,12.8,6.38,115.6,35.2,29,12.6,279
98.6,163.2,9.2,15.9,3.67,42.8,9.1,12,11.5,148
280,400,57,4.7,9.54,117.3,31.9,72,5.4,433
67.4,111.2,46.5,17.8,3.29,46.4,9.5,10,13.7,89
146.7,197.4,15.5,11.7,4.55,119.2,39.1,44,16.8,235
42.7,65.6,82.6,6.7,3.74,96.7,21,98,2.6,187
86.1,132.4,14.2,7,2.8,73.2,27.4,77,34.6,145
35.6,60.8,27.2,6.6,1.8,71.9,24.4,92,31.9,135
42.4,77.2,39.5,11.3,2.07,36.6,10.1,82,34.3,90
58.9,96.2,71.2,5.3,4.1,150.2,38.5,29,6.8,279
138.2,161.8,120,16.2,5.24,162,36.6,68,2.5,301
59.5,93.4,58.8,1.3,2.58,121,31.5,18,5.9,226
66.9,120.3,24.2,2,3.03,51.5,14.3,41,13.3,97
79.7,162.7,1,18.6,1.79,130.2,43.2,98,19.5,247
21.6,35.7,23.9,2.9,1.39,98,33,16,32.9,164
182.2,240.7,29.8,28.8,5.63,88.7,28.4,83,22.6,284
29.7,54.5,97.5,3.9,2.07,134.3,43.1,59,17.5,245
280,400,15.9,13.2,9.16,175.1,41.5,32,3.9,449
38.5,78.1,25.1,0.5,1.86,37.3,8.1,23,33.1,61
12.9,27.1,32.6,14.7,1.21,31.5,7.7,49,12.8,60
37.6,65.7,5,27.6,1.58,141.3,42.6,77,13.6,271
45.4,86.7,81.5,1.2,3.67,49.5,11.7,94,22.2,181
87.8,165.6,8,0.9,2.72,125.5,41.5,80,25.7,255
68.8,91,16.5,8.7,2.28,49.4,11.7,85,7.7,101
55.7,104.7,6.2,6.5,2.27,60.8,16.9,66,21,113
53.9,75.2,54,11.4,2.51,24.9,6.5,22,29.7,113
16.4,46.7,7.4,0.3,0.62,67.4,21,23,35,123
37.1,55.5,120,14.3,3.19,146.3,29.5,66,1.4,270
45.6,74.3,35.5,16.9,1.69,56.1,14.9,30,28.9,89
27.1,50.9,35.8,0.7,1.77,29.4,5.9,87,8,75
81.7,138.1,13.1,10,2.64,75.8,16.4,38,4.9,129
1,13.8,16.4,14,0.26,114,37.5,81,24.4,218
47.5,60.5,33.9,7.9,2.43,124.9,33.8,60,10.3,223
54.8,105.5,3.3,30.4,2,78.9,26.2,83,29,140
79.4,113.7,8.9,2.9,2.96,49.2,12.4,99,22.9,124
19.1,41.1,41.5,4.8,1.06,104.1,31.9,35,18.9,187
115.9,177.9,120,14,7.42,111.6,22,26,2,265
117.3,176.9,70.7,19.5,5.86,88.1,27.5,75,10.8,182
64,95.3,120,20.2,5.06,94.8,22.7,11,2.2,240
26.5,53,21.3,5.3,1.17,123.5,42.3,98,31.5,237
59.6,84.3,120,14.1,3.61,98.9,23.5,51,5.5,267
182.9,329.1,73.4,19.7,8.86,137.9,30.2,14,2.7,270
6.4,23.2,72.6,7.9,1.71,96.2,27.9,28,13.4,167
48.7,75.9,41.2,0.2,1.73,97.1,32.4,19,24.6,163
88.3,132.5,23.3,4.9,3.41,119.9,42.8,11,31.3,226
38.6,70.8,68.1,5.6,2.23,27.1,6.4,94,9.3,152
60.5,107.7,52.6,27,3.16,66.5,18,27,14.3,106
49.5,82.9,4.2,16,1.65,116.8,37.2,97,22.1,232
131.4,206.8,101,12.1,7.65,59.8,13.5,42,20.2,226
37.5,74.6,35.8,18.6,1.97,99.8,20.8,94,2.4,198
44.3,83.7,50.5,1.5,2.27,111.4,36.4,22,17.1,214
73.1,129.4,40.2,4.5,2.24,23.5,5.9,87,33.3,105
76.5,104,26.7,31,2.97,113.4,30.9,79,9.2,224
174.5,277.3,24.7,8.8,5.61,85.5,28,68,24.1,272
25.2,56,65.7,2.1,2.62,82.6,28.7,84,32.1,167
280,396.1,50,4,6.92,132.4,28.7,55,2.5,431
138.3,183,13.2,5.6,3.5,129.8,33.9,44,5.6,240
86.8,131,58.2,22.5,4.24,144.9,35.1,90,4.4,284
60.9,96.1,50.5,0.7,2.35,36.2,8.2,16,14.9,96
37.7,74.6,25.4,7.3,1.45,99.9,34.2,17,34,178
6.8,20.4,47.3,4.1,1.36,124.3,39.2,75,13.4,248
19.7,44,37.9,7.8,1.46,106.8,33.5,96,25.6,205
6.8,27.9,13.5,28.3,0.4,93.5,32,28,24.9,175
68.3,103.3,107.6,31.3,5.13,200,44.1,49,1.8,356
90,164.2,69.2,7.5,4.9,101.9,38.2,28,33.2,177
40.6,73.9,31.4,1.1,1.92,130.4,42.9,93,19.1,249
116,147.6,19.9,1,2.94,51,16,60,24.7,186
25.4,48.4,25.3,14.8,1.49,130.7,28,44,2.5,244
98.6,130.1,19.7,3.1,2.74,14.7,6.3,25,32.2,128
178.8,223.7,34.9,12.3,5.93,113.4,22.8,97,2.1,271
29.5,53.1,53.4,11.5,2.39,49.9,17.6,45,27.4,107
5.2,23.5,47.8,5.4,1.12,45.9,14.1,54,18.9,118
25.8,46.9,120,19,2.94,56.7,12.3,30,10,257
27.4,47.3,7.9,5.4,1.1,118.1,38.3,40,18.2,210
17.4,32.9,15.7,4,0.73,141.8,44.5,69,19.1,274
73,130.4,21.3,17.2,2.63,58.1,12.6,78,4,113
120.6,162,23.1,6.3,3.07,64.9,18.6,28,32.1,183
30.2,65.8,27.9,17.9,1.35,78.8,23.4,36,20.2,138
58.3,106.5,61.6,47.7,2.39,92.9,21.6,28,3,196
41.5,71,91.6,0.2,2.44,119.3,38.8,61,23.9,224
23,40,48.8,4.3,1.73,111.2,39.2,25,22.3,203
95.9,141.6,118.5,3.6,6.32,106.9,23.1,95,3.5,272
14.5,32.5,70.5,5.1,1.49,108,34.3,55,15.9,211
39.1,61,10.5,5,1.78,90,32,14,22.8,161
87.5,166.6,44.6,1.1,3.7,97.1,35,90,28.5,184
8,18.2,25.5,26,0.9,142.7,43.4,28,14.3,253
136.3,251.2,24.2,0.4,3.91,121,44.8,27,27.3,228
8.8,32.6,24.9,8.3,0.92,127.3,44.2,61,30.7,243
45.9,78.5,23.7,8.6,1.74,87,27.6,63,22,159
33.5,67.8,22.8,7.3,1.26,132.4,41.6,97,13.2,245
22,56.4,48.3,5.7,2.1,116.3,43.9,33,32.7,215
86.7,143.8,47.4,4.6,3.64,121.8,43.5,82,26.3,240
55.7,89.5,10.7,20.2,1.41,128.7,29,22,3.2,215
53.4,97.4,22.7,13.7,2.11,57.6,12.8,32,4.7,91
110.3,154.7,57,4,4.95,29,7.9,88,28.8,167
45.6,95.5,12.3,4.2,1.83,75.1,21.3,66,28,138
24.4,38.2,51,11.6,1.41,24.9,5.5,36,2.9,96
25,52,8.7,7.1,0.86,126.1,44.6,69,31.9,246
11.9,33.2,20.4,5.7,0.63,95.2,34.7,95,25.5,193
17.2,47.5,12,11.3,0.63,105,37.2,51,31.7,204
56.6,111.7,97,1.8,3.98,37.2,11.4,32,19.2,197
1,6.3,74.5,12.5,1.47,132.5,37.7,58,12.9,256
50.1,73.4,45.1,23.6,3.08,78.6,25.7,77,29.3,153
20,46.9,16,4.3,1.19,117.4,40.8,24,27.9,212
91.9,138.9,53.2,23.9,4.48,133.2,43.5,88,19.1,262
38.6,76.5,22.9,12.4,1.48,102.2,35.6,68,27.5,201
119.4,171.7,15.2,4.7,4.7,137.9,30.4,99,3,253
24.3,41.8,41.4,8,1.87,139,43.1,24,16.6,249
81.6,117.2,84.4,47,4.84,97.5,20.5,28,1.8,202
21.5,43.1,30.5,8.8,0.91,46.1,15,86,26.2,86
53.3,84.8,39.8,13.3,2.25,29.9,6.1,58,25,72
70.7,80.9,62.5,24.2,4.38,102.1,19.1,20,1.2,193
63.4,89.6,9.3,1.9,2.4,45.9,13.5,84,17,105
25.2,40.1,18.6,8.9,0.84,58.4,17.6,86,21.3,99
211.6,247,13.1,18.8,7.28,63.5,16.3,38,10.7,319
223.8,298.4,50.1,13.4,7.98,71.6,16.8,91,2.9,344
13,30.6,29.8,9.8,1.02,118.9,35.1,75,13.8,226
11.7,25.9,7.1,8.8,0.5,67.8,21.8,89,19,132
62.8,101.5,33.1,13,1.84,116.1,32.4,40,9.5,213
38.6,69.5,43.1,14.8,1.93,119.5,43,100,33.1,233
37,60.8,22.4,9,1.91,93.2,25.2,22,15.9,164
107.6,165.9,62.6,9.7,3.27,44.6,12.6,13,24.8,170
49.1,79,6.8,4.4,1.81,106.1,27.9,11,7,184
38.3,61.5,11.2,0.8,1.09,119.5,31.9,30,9.2,215
17.3,31.8,15.1,14.3,0.75,106.5,20.5,73,1.8,195
74.7,107.3,24.4,1.8,3.33,147.5,43.7,13,12.2,262
3.2,12.4,8.9,5.9,0.31,95.1,25.5,43,15,177
153.9,236.7,43.5,41.4,5.7,25,6.5,56,4.7,221
44.8,93.2,7.5,4.7,1.18,92.5,29.3,96,30,175
170.3,299.2,82.3,18.8,6.68,190.4,37.7,19,1.3,338
38.2,69.8,44.4,0.4,1.78,83.6,31.9,22,34,146
112.5,150.9,27.8,4,4.22,44.8,11.3,66,28.4,160
63.5,109.1,14,0.7,1.53,129,43.6,38,18,249
7,27.6,9.6,2.6,0.42,111,42,54,32.8,202
28.4,49.2,78.7,3.8,2.96,43,10.3,81,16.9,185
34.8,58.3,28.6,1.2,1.68,115.2,36.5,11,18.4,208
100,139.7,11.6,5.4,3.47,118.5,42.2,46,29.3,222
62.6,84.1,37.5,3.7,3.08,123.3,30.8,71,6.5,236
31.9,64.2,38.3,15.1,1.81,109.8,35,72,18.7,213
19.7,44.1,27.9,5.4,1.31,76.9,23.3,91,15.7,159
20.5,44.5,11.7,1.2,0.71,38.1,7.4,92,12.3,66
12.5,27.2,11.1,9.4,0.74,38.4,6.3,34,16.2,61
38.5,50.2,13.9,3.5,1.04,94,20.6,99,2.4,188
99.5,129.3,30.1,1.6,3.51,50.8,12.5,16,9.3,145
102.2,122.4,108.9,6.9,6.5,58.5,15.6,57,4.5,233
20.5,48.1,56.5,12.6,1.89,47.8,13,90,13.3,122
91.7,171.8,38.8,5.2,2.82,46.4,12,28,23.4,131
81,129.7,5.5,6.6,1.8,125.4,40.8,63,15.5,240
162.5,275.8,27.9,17.4,5.44,29.1,7.5,23,3.5,238
22.8,53.9,53.3,2.5,2.18,62.8,21.4,94,24.4,116
20.8,42.9,47.4,3.8,1.3,63.6,17.4,36,30,104
9.3,32.9,30.4,4,1.05,68.5,22.2,34,30.5,120
208.3,342.2,31,34.7,6.26,88,18.3,40,4,318
70.2,108.3,21.1,10.7,2.41,76.7,14.5,29,1.4,142
35.6,79.2,94.8,9.9,3.17,68.4,19.9,20,15.4,198
65.4,125.7,9,11.7,2.75,73.9,24.6,88,34.1,147
14.3,32.1,10.5,4.7,0.7,28.2,5.8,75,18,43
6.7,27.4,65.1,8.6,1.42,32.8,6.2,94,34.8,156
64.7,96.1,13.5,7,1.96,108.9,31.8,93,17.8,188
10.3,24.2,120,11.2,2.93,152.4,38,20,5.2,286
26,34.5,65.5,8.5,1.53,114,35.9,40,20.1,217
17.4,29.1,34.4,16.8,0.9,129.8,35.7,76,9.1,229
4.1,18.9,13.3,7.9,0.28,101.4,36.4,23,25.7,173
53.4,103.8,32.2,6.6,2.36,128.8,41.7,73,27.7,251
29,51.9,59.2,34.5,2.14,116,36.2,19,16.3,220
195.1,332.1,45.6,14.5,5.63,79.2,21.8,66,16.9,310
75,122,1.8,7.4,2.44,96.4,28.2,80,14.7,182
83.7,145.7,25.8,1.9,2.6,102.3,36.9,62,31.7,194
52.9,102.7,26.5,3.8,1.96,127.8,42.2,56,20.2,256
25.7,56.8,108.7,14.1,3.78,33.5,9.5,36,24.5,218
81,147.7,13,0.3,2.68,53.4,12.6,13,12.3,125
7.8,16.5,22,4.4,0.83,144.9,35.8,38,4.2,261
39.7,73.5,17.4,9.4,1.84,38.5,9.4,51,32.9,72
91.5,125.1,15.7,1.7,2.59,89.1,30.1,18,23.8,169
124.3,184.4,55.1,25.3,4.71,155.4,30.3,55,1.5,296
36.1,61,31.6,7.4,2.06,156.9,39.7,100,4.8,289
21,47,7.8,16.2,0.98,91.3,31.8,28,29.8,156
25.2,51,53.1,18.3,2.19,118.6,38.9,91,16.2,220
